,assessmentScore,code,comments,goalClearnessScore,importanceScore,name,percentPassed,points,registered,satisfactionScore,teachingScore,workloadScore,year
80,-21,EIT070,"KommentarerStudierådets kommentarerEnligt CEQ ankäten tyckte studenterna på C att föreläsningarna var bra och att övningsledarna förklarade bra. Dock kändes kursen väldigt uppdelad mellan teorin/föreläsingarna och assembly-programmeringen/övningarna+labbarna. Det var svårt att koppla den teorin som togs upp på föreläsningarna till det vi gjorde på labbarna. Övningarna var bra men många slutade göra dem eftersom det inte skulle komma på tentan. Övningstiden lades istället på att klara labbarna, vilket var svårt eftersom föreläsningarna inte var till någon hjälp för detta. Men övningsledarna var bra på att förklara så man fick bra hjälp om man gick dit. Hade dock varit bra med övningar som ledde till att man fick de kunskaper som krävdes inför tentan.På föreläsningsslidesen var det många förkortningar och en del bilder som var svåra att förstå i efterhand om man missat föreläsningen eller om man inte förstod allt då man var där. Slidesen är tänka som ett komplement till föreläsningen, men många studenter tycker ändå det är bra om man kan gå tillbaka lite och förstå bättre, speciellt då inte övningarna är till hjälp inför tentan utan endast föreläsningarna och den nya boken. Instuderingsfrågorna var väldigt bra!Till nästa år ska labbarna göras om. Det vore även bra att kolla igenom facit till övningarna, ifall de ska vara kvar, eftersom det fanns några fel i dem. Det hade hjälpt mycket med tex länkar på kurshemsidan som leder till mer information om programmeringen om den inte ska gås igenom mer på föreläsningarna. Också bra att vara tydlig i början med att kusen har två olika delar - teorin och programmeringen, så att folk är inställda på det och går till övningarna för att få hjälp.Kurslärarens kommentererJag (Erik Larsson) gav kursen för första gången VT 2015. Fokus i år var att uppdatera föreläsningarna. Jag ville modernisera kursen lite och ta med cacheminnen, virtuelltminne och mer om pipelining. Detta är koncept som finns i alla processorer idag. Gränsen mellan Datorteknik och Datorarkitektur går nu vid antalet kärnor i processor (i Datorteknik - 1 CPU/core och i Datorarkitektur - flera CPU:er/cores). Målet med kursen är att ge en bra grund i hur datorer fungerar. Fokus ligger på generella principer som gäller alla processorer och på att visa på avvägningar som görs (framför att i detalj titta på en processor utan att reflektera över designbeslut). Jag ville också lägga fokus på kursboken av Patterson and Hennessey (framför kursboken av Brorsson).I och med att jag uppdaterade föreläsningarna och behöll de gamla lektionerna och de gamla laborationerna blev det ett litet glapp mellan föreläsningarna å ena sidan och lektioner/laborationer å andra sidan. Inför 2016 arbetar vi med nya laborationer där vi kommer använda en FPGA på vilken vi programmerat en processor. Med detta kommer studenterna i kontakt med riktig hårdvara och kommer få hantera tryckknappar och 7-segments displayer.Programledarens kommentarerKursen är inne i en period där den delvis omstruktureras, och detta är en trolig förklaring till det relativt sämre utvärderingsresultatet i år. På CEQ-mötet diskuterades arbetsrapporten och kursens planerade nya struktur. Förslag på kursförbättringsåtgärder ventilerades.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",-51,+50,Datorteknik,84%,6.0,32,-10,-2,+1,14/15
81,+24,FAFF25,KommentarerStudierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iDenna uppgift har ej fyllts i.,-4,-42,Fysik,71%,11.0,35,-6,-8,+3,14/15
82,+63,FMAA01,"Studierådets kommentarerKursen har varit väl utformad samt haft ett bra tempo.Det har ibland varit svårt att hänga med på föreläsningarna, vilket är ganska oundvikligt.Föreläsaren, har ibland haft svårt att få med publiken i engagemang och intresse. Det krävs en höjning i spänning och händelse på föreläsningarna för att det ska bli mer intressant än vad det redan är.Har varit ofta som vi gått igenom definitioner utan att riktigt koppla till dem, utan man har nöjt sig med att presentera definitionen vilket inte räcker till för förståelse. Ett förslag är att man integrerar definitionen i förklaringen av ett problem istället.Kurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKursen fick denna gång klart bättre utvärderingsresultat än förra året. Glädjande är att kursen bedöms vara mycket relevant och studenterna är överlag nöjda. På CEQ-mötet erhöll kursansvarig feedback, och eventuella förbättringsåtgärder diskuterades.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+51,+69,Endimensionell analys,41%,15.0,49,+38,-10,+7,14/15
83,+6,MAMA15,"Studierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommenterer- Kursen upplevs som angelägen av studenterna.- Vissa föreläsningar och pedagogiska metoder bör ses över eftersom de upplevs som otydliga av studenterna. - Inför nästa kursomgång Ht 2016 byter kursen årskurs ifrån åk1 till åk2. Det innebär att den går efter kursen kognition Tek210 (som läses i åk1). För att undvika överlapp med Tek210 har vi planerat in ett möte med kursledningen för tek210 i slutet av maj. Detta kan också innebära en möjlighet eftersom det är vissa saker som vi varit tvungna att ta med i MAMA15 för att lära studenterna de begrepp ifrån kognitionsområdet som de behöver för att förstå interaktionsdesign som vi förhoppningsvis kan slippa lägga tid på i framöver om de redan lärt sig dem i Tek210. Vår förhoppning är att denna förändring skall göra det möjligt att hålla MAMA15 mer fokuserad. - Inför nästa kursomgång trycks kursen också ihop ifrån två till en läsperiod. Det för med sig nya pedagogiska utmaningar då nuvarande upplägg är baserat på två läsperioder. Detta kommer att kräva att kursen arbetas om till viss del. Vi tittar på detta nu. Förändringar som kan vara aktuella som vi tittar på är 1) införande av digital lärande plattform, 2) olika alternativ till föreläsningar t.ex. flipped classroom, samt 3) ändrade examinationsformer t.ex. funderar vi på hur projektet och den individeulla inlämningsuppgiften skall utformas.Programledarens kommentarerKursen bedöms vara relevant vilket är glädjande. Den erhöll emellertid ett sämre utvärderingsresultat i år jämfört med förra året. Detta diskuterades på CEQ-mötet, samt dessutom de kursförändringar som kommer att ske pga att kursen kommer att ges i årskurs 2 fortsättningsvis. Tyvärr deltog inga kursombud på CEQ-mötet.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",-10,+58,"Interaktionsdesign, grundkurs",83%,7.5,48,-3,-14,+34,14/15
84,+41,EDA095,"Studierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKursen har även detta året flutit på ett tillfredställande sätt. Ett problem vi även i år brottas med är de väldigt varierande förkunskaperna som gör att de med stora erfarenheter kan uppleva den som lätt samtidigt som de som kursen är obligatorisk för, C-are i åk 2, kan uppleva den som betydligt svårare. I övrigt ämnar vi att se över instruktioner till labbar och instruktioner för handledning av labbarna.Programledarens kommentarerKursen fungerar bra,får goda omdömen samt upplevs ha hög relevans för utbildningen.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+28,+60,Nätverksprogrammering,90%,7.5,87,+41,+13,+33,14/15
85,+43,EDA216,"KommentarerStudierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererResultatet av kursutvärderingen ser ut som vanligt: en stor majoritet är nöjda med kursen. Ur fritextsvaren kan man inte utläsa något som måste förbättras.På utvärderingsmötet diskuterade vi främst skillnaden mellan C2-orna och D4-orna när det gäller förkunskaper och programmeringsvana. Det skulle vara bäst om kursen kunde delas i två, men det är nog inte praktiskt möjligt.Min efterträdare som kursansvarig får göra en förändring: laborationen om grafdatabaser bör göras i Cypher, inte i Java.Programledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+40,+82,Databasteknik,85%,7.5,145,+56,+40,+51,14/15
86,+38,EIT100,"KommentarerStudierådets kommentarerVäldigt intressant kurs! Jättebra övningar och övningsledare! Väldigt intressanta föreläsningar och väldigt bra föreläsare. Tentamen är bra, det finns de som anser att förändring från den nuvarande tentamen till en tentamen där det har mer med teori frågor än matematiska uträkningar.Kurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerDet är glädjande att notera att kursen får ett väsentligt bättre utvärderingsresultat än förra året, och studenterna är överlag nöjda med kursen.CEQ-enkäten fylldes iDenna uppgift har ej fyllts i.",+8,+72,Informationsöverföring,63%,7.5,48,+34,+10,-1,14/15
87,+50,ETI265,Inför nästa år kommer följande att uppdateras;- Föreläsningsanteckningarna som läggs ut kommer att göras tydligare- Laborationerna kommer att modifieras så att de blir mer koncentrerade så att man har mer tid på sig att slutföra dem (dvs färre men samtidigt längre)- Förinspelade video-föreläsningar planeras att tillgängliggöras för studenter som eventuellt missar någon föreläsning (dessutom på engelska för att passa ev utbytesstudenter)Programledarens kommentarerKursen får i år betydligt bättre utvärderingsresultat än förra året. Speciellt glädjande är att kursen upplevs mycket angelägen för programmet.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.,+3,+57,Signalbehandling i multimedia,55%,7.5,38,-7,-8,+5,14/15
88,+52,ETS075,"KommentarerStudierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererSynpunkterna har noterats och kommer att beaktas.Programledarens kommentarerDet är mycket glädjande att notera att kursen fungerar utmärkt, och den får höga utvärderingsresultat. Det är bara att gratulera lärarna i kursen.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+40,+62,Kösystem,72%,4.5,32,+67,+52,+42,14/15
89,+45,ETSA01,"KommentarerStudierådets kommentarerprojektet var bra och roligt! En nackdel med projektet var att de olika leverablerna hade olika arbetsbelastning. Leverablerna behöver vara mer utspridda och programmeringen behöver påbörjas tidigare i jämförelse med årets kurs.Tentamen var extrem på gränsen till det löjliga, genomsnittliga tiden som folk satt var 16 timmar vad jag hört. vi hade 30 timmars arbetstid och 16 av dom satt vi genomsnittligen framför tentan. Det är 2 hela arbetsdagar komprimerade till 1 dag. Väldigt tung tenta.Kurslärarens kommentererKommentarer har ej inkommet före utsatt tidProgramledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+19,+61,Ingenjörsprocessen för programvaruutveckling - metodik,89%,5.0,46,+39,+45,+4,14/15
90,+34,ETSA05,"Studierådets kommentarerPratade om att kursen borde vara mer caseinriktad. Övningarna var bra. Föreläsningarna mindre bra, koppla teorin bättre till praktiken. Kursen går dock för sista gången till våren.Kurslärarens kommentererKommentarerna för årets utgåva följer ett tidigare mönster. Ganska låg svarsfrekvens (30-35%), normalfördelade kommentarer kring att mittenläge på ganska nöjda studenter. Det får året införda kamratgranskningen av rapporten har mottagits positivt. Några studenter ifrågasätter att detta behövs för ingenjörer, medan andra beskriver det som en intressant och nyttig kurs.Några kommentarer från C-studenter är sannolikt införda på fel kurs.Programledarens kommentarerDet är glädjande att notera att kursen får klart bättre omdömen än förra året. Som tidigare upplevs den ha hög relevans för utbildningen.CEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",+14,+43,Ingenjörsprocessen för programvaruutveckling - samhällsaspekter,91%,4.0,47,+12,+4,+19,14/15
91,-41,ETSF01,"Studierådets kommentarerKommentarer har ej inkommit före utsatt tidKurslärarens kommentererKursens syfte inklusive dess relevans för ingenjörsyrket behöver kommuniceras och förtydligas ytterligare till studenterna genom hela kursen och inte bara (som nu) med en tyngdpunkt på första föreläsningen. I år bjöd jag in en gästföreläsare från industrin som fick bra feedback av studenterna. Detta skulle kunna utökas med ytterligare någon gäst.Andra förbättringar som gjordes för denna omgång behöver påpekas och syftet förklaras tydligare. T ex, tillägget av ett verklighetsbaserat fall i projektuppgiften med syfte att ge en inblick i hur kursinnehållet relaterar till verkliga projekt. Balansen mellan teori o praktik i projektuppgiften ska även revideras mot ett större fokus på de praktiska aspekterna av de givna fallen, t ex att göra en aktivitetsplan för projekt x i verktyg y och inte enbart redovisa utvärderingen av verktyg y.Projektet syftar till att ge möjlighet att jobba med större delen av kursinnehållet, och därmed va en förberedelser för tentan. Detta ska förmedlas tydligare i nästa kursomgång.De pedagogiska vinsterna med kamratgranskningar (som i år ersatte stora delar av handledar-feedbacken) ska påpekas och göras tydligare. Handledarkompetensen ligger här till stor del i de checklistor som används under övningen. Detta behöver förmedlas i klartext. Vi ska även tipsa studenterna om att checklistorna kan användas som hjälp i det egna skrivandet.De initiala problemen vi hade på övningarna med att lösa logistiken (matcha författare mot granskare) kan ha haft en negativ påverkan även på resten av övningen. Inför nästa kursomgång planerar jag att förbättra detta genom (att som studenterna föreslår) allokera rapporterna som ska granskas innan övningen. Studenterna kan då läsa igenom dessa innan, vara bättre förberedda och kunna fokusera på granskningsuppgiften redan från början av passet. En annan förbättring gällande övningarna som utnyttjar handlarnas kompetens bättre och tydligare (inte bara representerad i checklistorna) vore att ha en gemensam genomgång av vanliga kommentarer mot slutet på övningspassen.Inför nästa kursomgång innehåller kursplanen läromål om skrivande. Det förtydligar att detta ingår i kursen, och att dessa moment (projektrapport + övningarna) är viktiga och även att de är ett redskap för lärande om kursens ämnesområde.Programledarens kommentarerKommentarer har ej inkommet före utsatt tidCEQ-enkäten fylldes iWebbenkäter har använts på denna kurs.",-51,+24,Ingenjörsprocessen för programvaruutveckling - ekonomi och kvalitet,82%,4.0,28,-53,-36,-10,14/15
